pincode,district,cluster_key,team
813105,BHAGALPUR,BIHAR,East
813203,BHAGALPUR,BIHAR,East
853202,BHAGALPUR,BIHAR,East
813222,BHAGALPUR,BIHAR,East
812005,BHAGALPUR,BIHAR,East
853203,BHAGALPUR,BIHAR,East
812006,BHAGALPUR,BIHAR,East
853204,BHAGALPUR,BIHAR,East
813209,BHAGALPUR,BIHAR,East
853205,BHAGALPUR,BIHAR,East
813210,BHAGALPUR,BIHAR,East
813108,BHAGALPUR,BIHAR,East
813213,BHAGALPUR,BIHAR,East
853201,BHAGALPUR,BIHAR,East
812004,BHAGALPUR,BIHAR,East
813204,BHAGALPUR,BIHAR,East
813205,BHAGALPUR,BIHAR,East
813206,BHAGALPUR,BIHAR,East
812001,BHAGALPUR,BIHAR,East
812003,BHAGALPUR,BIHAR,East
812002,BHAGALPUR,BIHAR,East
813214,BHAGALPUR,BIHAR,East
812007,BHAGALPUR,BIHAR,East
813212,BANKA,BIHAR,East
813207,BANKA,BIHAR,East
813110,BANKA,BIHAR,East
813109,BANKA,BIHAR,East
813107,BANKA,BIHAR,East
813211,BANKA,BIHAR,East
813101,BANKA,BIHAR,East
813103,BANKA,BIHAR,East
813202,BANKA,BIHAR,East
813104,BANKA,BIHAR,East
814131,BANKA,BIHAR,East
813106,BANKA,BIHAR,East
813102,BANKA,BIHAR,East
851210,BEGUSARAI,BIHAR,East
851127,BEGUSARAI,BIHAR,East
848201,BEGUSARAI,BIHAR,East
851113,BEGUSARAI,BIHAR,East
851111,BEGUSARAI,BIHAR,East
851112,BEGUSARAI,BIHAR,East
851120,BEGUSARAI,BIHAR,East
848204,BEGUSARAI,BIHAR,East
851211,BEGUSARAI,BIHAR,East
851128,BEGUSARAI,BIHAR,East
851118,BEGUSARAI,BIHAR,East
848202,BEGUSARAI,BIHAR,East
851129,BEGUSARAI,BIHAR,East
851130,BEGUSARAI,BIHAR,East
851131,BEGUSARAI,BIHAR,East
851117,BEGUSARAI,BIHAR,East
851217,BEGUSARAI,BIHAR,East
851132,BEGUSARAI,BIHAR,East
851218,BEGUSARAI,BIHAR,East
851133,BEGUSARAI,BIHAR,East
851134,BEGUSARAI,BIHAR,East
851126,BEGUSARAI,BIHAR,East
851116,BEGUSARAI,BIHAR,East
851101,BEGUSARAI,BIHAR,East
851114,BEGUSARAI,BIHAR,East
851135,BEGUSARAI,BIHAR,East
851115,BEGUSARAI,BIHAR,East
847451,SUPAUL,BIHAR,East
852130,SUPAUL,BIHAR,East
852131,SUPAUL,BIHAR,East
852137,SUPAUL,BIHAR,East
852138,SUPAUL,BIHAR,East
852139,SUPAUL,BIHAR,East
852108,SUPAUL,BIHAR,East
852109,SUPAUL,BIHAR,East
852110,SUPAUL,BIHAR,East
852133,SUPAUL,BIHAR,East
847452,SUPAUL,BIHAR,East
852214,SUPAUL,BIHAR,East
852111,SUPAUL,BIHAR,East
852215,SUPAUL,BIHAR,East
852218,SUPAUL,BIHAR,East
852125,SUPAUL,BIHAR,East
854339,SUPAUL,BIHAR,East
852105,SUPAUL,BIHAR,East
854340,SUPAUL,BIHAR,East
854338,SUPAUL,BIHAR,East
851213,KHAGARIA,BIHAR,East
851214,KHAGARIA,BIHAR,East
851201,KHAGARIA,BIHAR,East
851204,KHAGARIA,BIHAR,East
852161,KHAGARIA,BIHAR,East
851203,KHAGARIA,BIHAR,East
851205,KHAGARIA,BIHAR,East
851212,KHAGARIA,BIHAR,East
851215,KHAGARIA,BIHAR,East
851216,KHAGARIA,BIHAR,East
848203,KHAGARIA,BIHAR,East
851206,KHAGARIA,BIHAR,East
851202,KHAGARIA,BIHAR,East
824304,AURANGABAD,BIHAR,East
824111,AURANGABAD,BIHAR,East
824123,AURANGABAD,BIHAR,East
824208,AURANGABAD,BIHAR,East
824303,AURANGABAD,BIHAR,East
824301,AURANGABAD,BIHAR,East
824124,AURANGABAD,BIHAR,East
824125,AURANGABAD,BIHAR,East
824102,AURANGABAD,BIHAR,East
824129,AURANGABAD,BIHAR,East
824115,AURANGABAD,BIHAR,East
824302,AURANGABAD,BIHAR,East
824103,AURANGABAD,BIHAR,East
824112,AURANGABAD,BIHAR,East
824113,AURANGABAD,BIHAR,East
824143,AURANGABAD,BIHAR,East
824202,AURANGABAD,BIHAR,East
824114,AURANGABAD,BIHAR,East
824203,AURANGABAD,BIHAR,East
824120,AURANGABAD,BIHAR,East
824122,AURANGABAD,BIHAR,East
824121,AURANGABAD,BIHAR,East
824101,AURANGABAD,BIHAR,East
802204,BHOJPUR,BIHAR,East
802158,BHOJPUR,BIHAR,East
802205,BHOJPUR,BIHAR,East
802183,BHOJPUR,BIHAR,East
802313,BHOJPUR,BIHAR,East
802206,BHOJPUR,BIHAR,East
802314,BHOJPUR,BIHAR,East
802159,BHOJPUR,BIHAR,East
802222,BHOJPUR,BIHAR,East
802162,BHOJPUR,BIHAR,East
802163,BHOJPUR,BIHAR,East
802160,BHOJPUR,BIHAR,East
802161,BHOJPUR,BIHAR,East
802207,BHOJPUR,BIHAR,East
802208,BHOJPUR,BIHAR,East
802156,BHOJPUR,BIHAR,East
802203,BHOJPUR,BIHAR,East
802202,BHOJPUR,BIHAR,East
802201,BHOJPUR,BIHAR,East
802352,BHOJPUR,BIHAR,East
802311,BHOJPUR,BIHAR,East
802351,BHOJPUR,BIHAR,East
802152,BHOJPUR,BIHAR,East
802312,BHOJPUR,BIHAR,East
802223,BHOJPUR,BIHAR,East
802154,BHOJPUR,BIHAR,East
802155,BHOJPUR,BIHAR,East
802157,BHOJPUR,BIHAR,East
802301,BHOJPUR,BIHAR,East
802164,BHOJPUR,BIHAR,East
802165,BHOJPUR,BIHAR,East
802316,BHOJPUR,BIHAR,East
802210,BHOJPUR,BIHAR,East
802166,BHOJPUR,BIHAR,East
802209,BHOJPUR,BIHAR,East
802302,BHOJPUR,BIHAR,East
847122,MADHUBANI,BIHAR,East
847227,MADHUBANI,BIHAR,East
847232,MADHUBANI,BIHAR,East
847421,MADHUBANI,BIHAR,East
847231,MADHUBANI,BIHAR,East
847214,MADHUBANI,BIHAR,East
847234,MADHUBANI,BIHAR,East
847215,MADHUBANI,BIHAR,East
847235,MADHUBANI,BIHAR,East
847236,MADHUBANI,BIHAR,East
847411,MADHUBANI,BIHAR,East
847308,MADHUBANI,BIHAR,East
847239,MADHUBANI,BIHAR,East
847424,MADHUBANI,BIHAR,East
847410,MADHUBANI,BIHAR,East
847240,MADHUBANI,BIHAR,East
847409,MADHUBANI,BIHAR,East
847238,MADHUBANI,BIHAR,East
847109,MADHUBANI,BIHAR,East
847408,MADHUBANI,BIHAR,East
847213,MADHUBANI,BIHAR,East
847108,MADHUBANI,BIHAR,East
847305,MADHUBANI,BIHAR,East
847401,MADHUBANI,BIHAR,East
847222,MADHUBANI,BIHAR,East
847224,MADHUBANI,BIHAR,East
847102,MADHUBANI,BIHAR,East
847225,MADHUBANI,BIHAR,East
847223,MADHUBANI,BIHAR,East
847212,MADHUBANI,BIHAR,East
847402,MADHUBANI,BIHAR,East
847226,MADHUBANI,BIHAR,East
847403,MADHUBANI,BIHAR,East
847229,MADHUBANI,BIHAR,East
847228,MADHUBANI,BIHAR,East
847404,MADHUBANI,BIHAR,East
847230,MADHUBANI,BIHAR,East
847211,MADHUBANI,BIHAR,East
847301,DARBHANGA,BIHAR,East
847104,DARBHANGA,BIHAR,East
847302,DARBHANGA,BIHAR,East
846003,DARBHANGA,BIHAR,East
847204,DARBHANGA,BIHAR,East
847427,DARBHANGA,BIHAR,East
847304,DARBHANGA,BIHAR,East
847121,DARBHANGA,BIHAR,East
847107,DARBHANGA,BIHAR,East
846009,DARBHANGA,BIHAR,East
847115,DARBHANGA,BIHAR,East
847306,DARBHANGA,BIHAR,East
846005,DARBHANGA,BIHAR,East
847307,DARBHANGA,BIHAR,East
847337,DARBHANGA,BIHAR,East
846007,DARBHANGA,BIHAR,East
847123,DARBHANGA,BIHAR,East
847202,DARBHANGA,BIHAR,East
847101,DARBHANGA,BIHAR,East
847105,DARBHANGA,BIHAR,East
847203,DARBHANGA,BIHAR,East
847303,DARBHANGA,BIHAR,East
847106,DARBHANGA,BIHAR,East
846004,DARBHANGA,BIHAR,East
847201,DARBHANGA,BIHAR,East
847103,DARBHANGA,BIHAR,East
847428,DARBHANGA,BIHAR,East
848213,DARBHANGA,BIHAR,East
847422,DARBHANGA,BIHAR,East
847405,DARBHANGA,BIHAR,East
847407,DARBHANGA,BIHAR,East
847233,DARBHANGA,BIHAR,East
847423,DARBHANGA,BIHAR,East
846002,DARBHANGA,BIHAR,East
847429,DARBHANGA,BIHAR,East
846008,DARBHANGA,BIHAR,East
846001,DARBHANGA,BIHAR,East
846006,DARBHANGA,BIHAR,East
845432,PURBI CHAMPARAN,BIHAR,East
845433,PURBI CHAMPARAN,BIHAR,East
845305,PURBI CHAMPARAN,BIHAR,East
845434,PURBI CHAMPARAN,BIHAR,East
845435,PURBI CHAMPARAN,BIHAR,East
845456,PURBI CHAMPARAN,BIHAR,East
845436,PURBI CHAMPARAN,BIHAR,East
845437,PURBI CHAMPARAN,BIHAR,East
845401,PURBI CHAMPARAN,BIHAR,East
845427,PURBI CHAMPARAN,BIHAR,East
845457,PURBI CHAMPARAN,BIHAR,East
845431,PURBI CHAMPARAN,BIHAR,East
845428,PURBI CHAMPARAN,BIHAR,East
845430,PURBI CHAMPARAN,BIHAR,East
845429,PURBI CHAMPARAN,BIHAR,East
845406,PURBI CHAMPARAN,BIHAR,East
845413,PURBI CHAMPARAN,BIHAR,East
845412,PURBI CHAMPARAN,BIHAR,East
845414,PURBI CHAMPARAN,BIHAR,East
845302,PURBI CHAMPARAN,BIHAR,East
845415,PURBI CHAMPARAN,BIHAR,East
845416,PURBI CHAMPARAN,BIHAR,East
845417,PURBI CHAMPARAN,BIHAR,East
845418,PURBI CHAMPARAN,BIHAR,East
845303,PURBI CHAMPARAN,BIHAR,East
845419,PURBI CHAMPARAN,BIHAR,East
845420,PURBI CHAMPARAN,BIHAR,East
845422,PURBI CHAMPARAN,BIHAR,East
845423,PURBI CHAMPARAN,BIHAR,East
845440,PURBI CHAMPARAN,BIHAR,East
845424,PURBI CHAMPARAN,BIHAR,East
845304,PURBI CHAMPARAN,BIHAR,East
845425,PURBI CHAMPARAN,BIHAR,East
845458,PURBI CHAMPARAN,BIHAR,East
845426,PURBI CHAMPARAN,BIHAR,East
845301,PURBI CHAMPARAN,BIHAR,East
845411,PURBI CHAMPARAN,BIHAR,East
845315,PURBI CHAMPARAN,BIHAR,East
841302,SARAN,BIHAR,East
841403,SARAN,BIHAR,East
841201,SARAN,BIHAR,East
841204,SARAN,BIHAR,East
841205,SARAN,BIHAR,East
841206,SARAN,BIHAR,East
841207,SARAN,BIHAR,East
841208,SARAN,BIHAR,East
841311,SARAN,BIHAR,East
841211,SARAN,BIHAR,East
841202,SARAN,BIHAR,East
841209,SARAN,BIHAR,East
841312,SARAN,BIHAR,East
841419,SARAN,BIHAR,East
841424,SARAN,BIHAR,East
841417,SARAN,BIHAR,East
841442,SARAN,BIHAR,East
841218,SARAN,BIHAR,East
841421,SARAN,BIHAR,East
841422,SARAN,BIHAR,East
841221,SARAN,BIHAR,East
841101,SARAN,BIHAR,East
841222,SARAN,BIHAR,East
841401,SARAN,BIHAR,East
841402,SARAN,BIHAR,East
841460,SARAN,BIHAR,East
841410,SARAN,BIHAR,East
841443,SARAN,BIHAR,East
841411,SARAN,BIHAR,East
841414,SARAN,BIHAR,East
841415,SARAN,BIHAR,East
841412,SARAN,BIHAR,East
841212,SARAN,BIHAR,East
841213,SARAN,BIHAR,East
841215,SARAN,BIHAR,East
841313,SARAN,BIHAR,East
841316,SARAN,BIHAR,East
841216,SARAN,BIHAR,East
841224,SARAN,BIHAR,East
841219,SARAN,BIHAR,East
841214,SARAN,BIHAR,East
841223,SARAN,BIHAR,East
841220,SARAN,BIHAR,East
841305,SARAN,BIHAR,East
841217,SARAN,BIHAR,East
841225,SARAN,BIHAR,East
841301,SARAN,BIHAR,East
841418,SARAN,BIHAR,East
852219,MADHEPURA,BIHAR,East
852128,MADHEPURA,BIHAR,East
852132,MADHEPURA,BIHAR,East
852220,MADHEPURA,BIHAR,East
852115,MADHEPURA,BIHAR,East
852112,MADHEPURA,BIHAR,East
852113,MADHEPURA,BIHAR,East
852122,MADHEPURA,BIHAR,East
852121,MADHEPURA,BIHAR,East
852116,MADHEPURA,BIHAR,East
852101,MADHEPURA,BIHAR,East
852114,MADHEPURA,BIHAR,East
852213,MADHEPURA,BIHAR,East
852126,SAHARSA,BIHAR,East
852127,SAHARSA,BIHAR,East
852129,SAHARSA,BIHAR,East
852221,SAHARSA,BIHAR,East
852216,SAHARSA,BIHAR,East
852217,SAHARSA,BIHAR,East
852123,SAHARSA,BIHAR,East
852124,SAHARSA,BIHAR,East
852202,SAHARSA,BIHAR,East
852212,SAHARSA,BIHAR,East
852106,SAHARSA,BIHAR,East
852107,SAHARSA,BIHAR,East
852201,SAHARSA,BIHAR,East
848506,SAMASTIPUR,BIHAR,East
848216,SAMASTIPUR,BIHAR,East
848113,SAMASTIPUR,BIHAR,East
848207,SAMASTIPUR,BIHAR,East
848114,SAMASTIPUR,BIHAR,East
848210,SAMASTIPUR,BIHAR,East
848127,SAMASTIPUR,BIHAR,East
848236,SAMASTIPUR,BIHAR,East
848209,SAMASTIPUR,BIHAR,East
848130,SAMASTIPUR,BIHAR,East
848132,SAMASTIPUR,BIHAR,East
848503,SAMASTIPUR,BIHAR,East
848125,SAMASTIPUR,BIHAR,East
848129,SAMASTIPUR,BIHAR,East
848131,SAMASTIPUR,BIHAR,East
848133,SAMASTIPUR,BIHAR,East
848115,SAMASTIPUR,BIHAR,East
848205,SAMASTIPUR,BIHAR,East
848117,SAMASTIPUR,BIHAR,East
848134,SAMASTIPUR,BIHAR,East
848302,SAMASTIPUR,BIHAR,East
848160,SAMASTIPUR,BIHAR,East
848101,SAMASTIPUR,BIHAR,East
848301,SAMASTIPUR,BIHAR,East
848122,SAMASTIPUR,BIHAR,East
848208,SAMASTIPUR,BIHAR,East
848502,SAMASTIPUR,BIHAR,East
848121,SAMASTIPUR,BIHAR,East
848211,SAMASTIPUR,BIHAR,East
848505,SAMASTIPUR,BIHAR,East
848504,SAMASTIPUR,BIHAR,East
848206,SAMASTIPUR,BIHAR,East
848501,SAMASTIPUR,BIHAR,East
848102,SAMASTIPUR,BIHAR,East
845307,PASHCHIM CHAMPARAN,BIHAR,East
845107,PASHCHIM CHAMPARAN,BIHAR,East
845101,PASHCHIM CHAMPARAN,BIHAR,East
845438,PASHCHIM CHAMPARAN,BIHAR,East
845449,PASHCHIM CHAMPARAN,BIHAR,East
845450,PASHCHIM CHAMPARAN,BIHAR,East
845451,PASHCHIM CHAMPARAN,BIHAR,East
845103,PASHCHIM CHAMPARAN,BIHAR,East
845459,PASHCHIM CHAMPARAN,BIHAR,East
845452,PASHCHIM CHAMPARAN,BIHAR,East
845453,PASHCHIM CHAMPARAN,BIHAR,East
845104,PASHCHIM CHAMPARAN,BIHAR,East
845306,PASHCHIM CHAMPARAN,BIHAR,East
845454,PASHCHIM CHAMPARAN,BIHAR,East
845105,PASHCHIM CHAMPARAN,BIHAR,East
845455,PASHCHIM CHAMPARAN,BIHAR,East
845106,PASHCHIM CHAMPARAN,BIHAR,East
824219,GAYA,BIHAR,East
824116,GAYA,BIHAR,East
824217,GAYA,BIHAR,East
824201,GAYA,BIHAR,East
824236,GAYA,BIHAR,East
804435,GAYA,BIHAR,East
805131,GAYA,BIHAR,East
824207,GAYA,BIHAR,East
824211,GAYA,BIHAR,East
824210,GAYA,BIHAR,East
805128,GAYA,BIHAR,East
824221,GAYA,BIHAR,East
824220,GAYA,BIHAR,East
824205,GAYA,BIHAR,East
824206,GAYA,BIHAR,East
823311,GAYA,BIHAR,East
804403,GAYA,BIHAR,East
824231,GAYA,BIHAR,East
823003,GAYA,BIHAR,East
804404,GAYA,BIHAR,East
824237,GAYA,BIHAR,East
823004,GAYA,BIHAR,East
824232,GAYA,BIHAR,East
823002,GAYA,BIHAR,East
824118,GAYA,BIHAR,East
824233,GAYA,BIHAR,East
824234,GAYA,BIHAR,East
824235,GAYA,BIHAR,East
824209,GAYA,BIHAR,East
823001,GAYA,BIHAR,East
823005,GAYA,BIHAR,East
841420,GOPALGANJ,BIHAR,East
841423,GOPALGANJ,BIHAR,East
841440,GOPALGANJ,BIHAR,East
841505,GOPALGANJ,BIHAR,East
841441,GOPALGANJ,BIHAR,East
841405,GOPALGANJ,BIHAR,East
841425,GOPALGANJ,BIHAR,East
841426,GOPALGANJ,BIHAR,East
841508,GOPALGANJ,BIHAR,East
841407,GOPALGANJ,BIHAR,East
841427,GOPALGANJ,BIHAR,East
841428,GOPALGANJ,BIHAR,East
841436,GOPALGANJ,BIHAR,East
841437,GOPALGANJ,BIHAR,East
841501,GOPALGANJ,BIHAR,East
841438,GOPALGANJ,BIHAR,East
841503,GOPALGANJ,BIHAR,East
841409,GOPALGANJ,BIHAR,East
811301,JAMUI,BIHAR,East
811303,JAMUI,BIHAR,East
811305,JAMUI,BIHAR,East
811308,JAMUI,BIHAR,East
811317,JAMUI,BIHAR,East
811312,JAMUI,BIHAR,East
811313,JAMUI,BIHAR,East
811315,JAMUI,BIHAR,East
811316,JAMUI,BIHAR,East
811314,JAMUI,BIHAR,East
811307,JAMUI,BIHAR,East
841416,SIWAN,BIHAR,East
841231,SIWAN,BIHAR,East
841227,SIWAN,BIHAR,East
841434,SIWAN,BIHAR,East
841435,SIWAN,BIHAR,East
841236,SIWAN,BIHAR,East
841238,SIWAN,BIHAR,East
841240,SIWAN,BIHAR,East
841239,SIWAN,BIHAR,East
841507,SIWAN,BIHAR,East
841439,SIWAN,BIHAR,East
841241,SIWAN,BIHAR,East
841504,SIWAN,BIHAR,East
841243,SIWAN,BIHAR,East
841226,SIWAN,BIHAR,East
841244,SIWAN,BIHAR,East
841506,SIWAN,BIHAR,East
841245,SIWAN,BIHAR,East
841237,SIWAN,BIHAR,East
841502,SIWAN,BIHAR,East
841242,SIWAN,BIHAR,East
841287,SIWAN,BIHAR,East
841446,SIWAN,BIHAR,East
841286,SIWAN,BIHAR,East
841232,SIWAN,BIHAR,East
841404,SIWAN,BIHAR,East
841406,SIWAN,BIHAR,East
841408,SIWAN,BIHAR,East
841203,SIWAN,BIHAR,East
841234,SIWAN,BIHAR,East
841233,SIWAN,BIHAR,East
841235,SIWAN,BIHAR,East
841210,SIWAN,BIHAR,East
841509,SIWAN,BIHAR,East
841413,SIWAN,BIHAR,East
841447,SIWAN,BIHAR,East
804401,ARWAL,BIHAR,East
804402,ARWAL,BIHAR,East
804419,ARWAL,BIHAR,East
804421,ARWAL,BIHAR,East
804426,ARWAL,BIHAR,East
804428,ARWAL,BIHAR,East
824127,ARWAL,BIHAR,East
804432,JEHANABAD,BIHAR,East
804405,JEHANABAD,BIHAR,East
804406,JEHANABAD,BIHAR,East
804417,JEHANABAD,BIHAR,East
804418,JEHANABAD,BIHAR,East
804420,JEHANABAD,BIHAR,East
804422,JEHANABAD,BIHAR,East
804423,JEHANABAD,BIHAR,East
804429,JEHANABAD,BIHAR,East
804424,JEHANABAD,BIHAR,East
804425,JEHANABAD,BIHAR,East
804427,JEHANABAD,BIHAR,East
804407,JEHANABAD,BIHAR,East
804408,JEHANABAD,BIHAR,East
855101,KISHANGANJ,BIHAR,East
855107,KISHANGANJ,BIHAR,East
855108,KISHANGANJ,BIHAR,East
855117,KISHANGANJ,BIHAR,East
855116,KISHANGANJ,BIHAR,East
855115,KISHANGANJ,BIHAR,East
855106,KISHANGANJ,BIHAR,East
811211,MUNGER,BIHAR,East
811202,MUNGER,BIHAR,East
813221,MUNGER,BIHAR,East
813201,MUNGER,BIHAR,East
811212,MUNGER,BIHAR,East
811213,MUNGER,BIHAR,East
811214,MUNGER,BIHAR,East
811201,MUNGER,BIHAR,East
811302,LAKHISARAI,BIHAR,East
811309,LAKHISARAI,BIHAR,East
811310,LAKHISARAI,BIHAR,East
811311,LAKHISARAI,BIHAR,East
811106,LAKHISARAI,BIHAR,East
811112,LAKHISARAI,BIHAR,East
855102,KATIHAR,BIHAR,East
854112,KATIHAR,BIHAR,East
854101,KATIHAR,BIHAR,East
854317,KATIHAR,BIHAR,East
854103,KATIHAR,BIHAR,East
855105,KATIHAR,BIHAR,East
854104,KATIHAR,BIHAR,East
854106,KATIHAR,BIHAR,East
854107,KATIHAR,BIHAR,East
854116,KATIHAR,BIHAR,East
854108,KATIHAR,BIHAR,East
854113,KATIHAR,BIHAR,East
854114,KATIHAR,BIHAR,East
854117,KATIHAR,BIHAR,East
855113,KATIHAR,BIHAR,East
854115,KATIHAR,BIHAR,East
855114,KATIHAR,BIHAR,East
854105,KATIHAR,BIHAR,East
854109,KATIHAR,BIHAR,East
804453,PATNA,BIHAR,East
803212,PATNA,BIHAR,East
803213,PATNA,BIHAR,East
801104,PATNA,BIHAR,East
803211,PATNA,BIHAR,East
803214,PATNA,BIHAR,East
803307,PATNA,BIHAR,East
800009,PATNA,BIHAR,East
800007,PATNA,BIHAR,East
803203,PATNA,BIHAR,East
801505,PATNA,BIHAR,East
801109,PATNA,BIHAR,East
801110,PATNA,BIHAR,East
801108,PATNA,BIHAR,East
801102,PATNA,BIHAR,East
803302,PATNA,BIHAR,East
803301,PATNA,BIHAR,East
800008,PATNA,BIHAR,East
803303,PATNA,BIHAR,East
803221,PATNA,BIHAR,East
803306,PATNA,BIHAR,East
804454,PATNA,BIHAR,East
804452,PATNA,BIHAR,East
800012,PATNA,BIHAR,East
803202,PATNA,BIHAR,East
801103,PATNA,BIHAR,East
803201,PATNA,BIHAR,East
804451,PATNA,BIHAR,East
801503,PATNA,BIHAR,East
800002,PATNA,BIHAR,East
801111,PATNA,BIHAR,East
801506,PATNA,BIHAR,East
800030,PATNA,BIHAR,East
801105,PATNA,BIHAR,East
801112,PATNA,BIHAR,East
801113,PATNA,BIHAR,East
800020,PATNA,BIHAR,East
800004,PATNA,BIHAR,East
800001,PATNA,BIHAR,East
800016,PATNA,BIHAR,East
800025,PATNA,BIHAR,East
800026,PATNA,BIHAR,East
800022,PATNA,BIHAR,East
800018,PATNA,BIHAR,East
800027,PATNA,BIHAR,East
800013,PATNA,BIHAR,East
800014,PATNA,BIHAR,East
800006,PATNA,BIHAR,East
800028,PATNA,BIHAR,East
800017,PATNA,BIHAR,East
800024,PATNA,BIHAR,East
800003,PATNA,BIHAR,East
800021,PATNA,BIHAR,East
800005,PATNA,BIHAR,East
800019,PATNA,BIHAR,East
800011,PATNA,BIHAR,East
800023,PATNA,BIHAR,East
800015,PATNA,BIHAR,East
800010,PATNA,BIHAR,East
801106,PATNA,BIHAR,East
803215,PATNA,BIHAR,East
801507,PATNA,BIHAR,East
821101,KAIMUR (BHABUA),BIHAR,East
821102,KAIMUR (BHABUA),BIHAR,East
821110,KAIMUR (BHABUA),BIHAR,East
821103,KAIMUR (BHABUA),BIHAR,East
802132,KAIMUR (BHABUA),BIHAR,East
821106,KAIMUR (BHABUA),BIHAR,East
821108,KAIMUR (BHABUA),BIHAR,East
821109,KAIMUR (BHABUA),BIHAR,East
821105,KAIMUR (BHABUA),BIHAR,East
843312,MUZAFFARPUR,BIHAR,East
844127,MUZAFFARPUR,BIHAR,East
843113,MUZAFFARPUR,BIHAR,East
843126,MUZAFFARPUR,BIHAR,East
843118,MUZAFFARPUR,BIHAR,East
843119,MUZAFFARPUR,BIHAR,East
842004,MUZAFFARPUR,BIHAR,East
843108,MUZAFFARPUR,BIHAR,East
843111,MUZAFFARPUR,BIHAR,East
843129,MUZAFFARPUR,BIHAR,East
843112,MUZAFFARPUR,BIHAR,East
843116,MUZAFFARPUR,BIHAR,East
843115,MUZAFFARPUR,BIHAR,East
842002,MUZAFFARPUR,BIHAR,East
843131,MUZAFFARPUR,BIHAR,East
843101,MUZAFFARPUR,BIHAR,East
843102,MUZAFFARPUR,BIHAR,East
843127,MUZAFFARPUR,BIHAR,East
843103,MUZAFFARPUR,BIHAR,East
843120,MUZAFFARPUR,BIHAR,East
843121,MUZAFFARPUR,BIHAR,East
843105,MUZAFFARPUR,BIHAR,East
843107,MUZAFFARPUR,BIHAR,East
843123,MUZAFFARPUR,BIHAR,East
843360,MUZAFFARPUR,BIHAR,East
843109,MUZAFFARPUR,BIHAR,East
843124,MUZAFFARPUR,BIHAR,East
843321,MUZAFFARPUR,BIHAR,East
844120,MUZAFFARPUR,BIHAR,East
843125,MUZAFFARPUR,BIHAR,East
842003,MUZAFFARPUR,BIHAR,East
843128,MUZAFFARPUR,BIHAR,East
843106,MUZAFFARPUR,BIHAR,East
843122,MUZAFFARPUR,BIHAR,East
842001,MUZAFFARPUR,BIHAR,East
842006,MUZAFFARPUR,BIHAR,East
843130,MUZAFFARPUR,BIHAR,East
842005,MUZAFFARPUR,BIHAR,East
801307,NALANDA,BIHAR,East
803108,NALANDA,BIHAR,East
801301,NALANDA,BIHAR,East
803110,NALANDA,BIHAR,East
805105,NALANDA,BIHAR,East
801304,NALANDA,BIHAR,East
801302,NALANDA,BIHAR,East
801303,NALANDA,BIHAR,East
811104,NALANDA,BIHAR,East
803107,NALANDA,BIHAR,East
803120,NALANDA,BIHAR,East
803109,NALANDA,BIHAR,East
801306,NALANDA,BIHAR,East
801305,NALANDA,BIHAR,East
803111,NALANDA,BIHAR,East
803113,NALANDA,BIHAR,East
803114,NALANDA,BIHAR,East
803119,NALANDA,BIHAR,East
803116,NALANDA,BIHAR,East
803216,NALANDA,BIHAR,East
803117,NALANDA,BIHAR,East
803115,NALANDA,BIHAR,East
803118,NALANDA,BIHAR,East
803101,NALANDA,BIHAR,East
803121,NALANDA,BIHAR,East
811101,SHEIKHPURA,BIHAR,East
811102,SHEIKHPURA,BIHAR,East
811103,SHEIKHPURA,BIHAR,East
811105,SHEIKHPURA,BIHAR,East
811107,SHEIKHPURA,BIHAR,East
811304,SHEIKHPURA,BIHAR,East
802212,ROHTAS,BIHAR,East
802219,ROHTAS,BIHAR,East
802220,ROHTAS,BIHAR,East
821113,ROHTAS,BIHAR,East
821111,ROHTAS,BIHAR,East
821311,ROHTAS,BIHAR,East
802221,ROHTAS,BIHAR,East
821312,ROHTAS,BIHAR,East
821104,ROHTAS,BIHAR,East
821305,ROHTAS,BIHAR,East
802226,ROHTAS,BIHAR,East
802213,ROHTAS,BIHAR,East
802215,ROHTAS,BIHAR,East
802214,ROHTAS,BIHAR,East
821107,ROHTAS,BIHAR,East
821112,ROHTAS,BIHAR,East
821310,ROHTAS,BIHAR,East
802218,ROHTAS,BIHAR,East
821306,ROHTAS,BIHAR,East
821308,ROHTAS,BIHAR,East
821309,ROHTAS,BIHAR,East
802216,ROHTAS,BIHAR,East
802217,ROHTAS,BIHAR,East
821301,ROHTAS,BIHAR,East
802211,ROHTAS,BIHAR,East
821304,ROHTAS,BIHAR,East
821302,ROHTAS,BIHAR,East
821115,ROHTAS,BIHAR,East
821307,ROHTAS,BIHAR,East
821303,ROHTAS,BIHAR,East
844103,VAISHALI,BIHAR,East
844113,VAISHALI,BIHAR,East
844501,VAISHALI,BIHAR,East
844503,VAISHALI,BIHAR,East
844502,VAISHALI,BIHAR,East
844504,VAISHALI,BIHAR,East
844116,VAISHALI,BIHAR,East
844118,VAISHALI,BIHAR,East
844102,VAISHALI,BIHAR,East
844505,VAISHALI,BIHAR,East
844111,VAISHALI,BIHAR,East
844114,VAISHALI,BIHAR,East
844115,VAISHALI,BIHAR,East
844119,VAISHALI,BIHAR,East
844117,VAISHALI,BIHAR,East
844112,VAISHALI,BIHAR,East
843104,VAISHALI,BIHAR,East
844122,VAISHALI,BIHAR,East
843114,VAISHALI,BIHAR,East
